Name,CR,Size,HP,AC,Base Speed,Fly Speed,Burrow Speed,Swim Speed,Climb Speed,Number of Skills,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Saving Throw Bonus,Passive Perception,"Truesight (0 if none, else range in ft.)","Darkvision (0 if none, else range in ft.)","Blindsight (0 if none, else range in ft.)","Tremorsense (0 if none, else range in ft.)",Number Of Passive Abilities,Number of Actions,Max. Attack Bonus,Max. Damage Roll,Spellcasting,Number of Spells Known,Max. Spell Level,Spell Save DC,Spoken Languages,"Telepathy (0 if none, else range in ft.)",Number of Legendary Actions,Number of Legendary Saves,Weaknesses,Damage Immunities,Number of Immunities,Resistances,Number of Resistances,Condition Immunities
Young Kruthik,1,Small,9,16,30,0,10,0,30,0,13,16,13,4,10,6,None,0,10,0,30,0,60,3,1,5,7,No,0,0,0,Kruthik,0,0,0,None,,0,,0,None
Adult Kruthik,5,Medium,39,18,40,0,20,0,40,0,15,16,15,7,12,8,None,0,11,0,60,0,60,3,3,5,9,No,0,0,0,Kruthik,0,0,0,None,,0,,0,None
Kruthik Hive Lord,8,Large,102,20,40,0,20,0,40,0,19,16,17,10,14,10,None,0,12,0,60,0,60,3,4,7,14,No,0,0,0,Kruthik,0,0,0,None,,0,,0,None
Meazel,4,Medium,35,13,30,0,0,0,0,2,8,17,9,14,13,10,None,0,13,0,120,0,0,1,3,5,9,No,0,0,0,Common,0,0,0,None,,0,,0,None
Nagpa,20,Medium,187,19,30,0,0,0,0,5,9,15,12,23,18,21,"Int, Wis, Cha",6,20,120,0,0,0,3,1,8,14,Yes,27,8,20,"Common, Dwarvish, Elvish, Undercommon, Giant",0,0,0,None,,0,,0,None
Nightwalker,23,Huge,297,14,40,40,0,0,0,0,22,19,24,6,9,8,Con,7,9,0,120,0,0,2,3,12,46,No,0,0,0,None,0,0,0,None,"Necrotic, Poison",2,"Acid, Cold, Fire, BPS From Nonmagical Attacks",4,"Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Oblex Spawn,2,Tiny,18,13,20,0,0,0,0,0,8,16,15,14,11,10,"Int, Cha",2,12,0,60,0,0,2,1,5,11,No,0,0,0,None,0,0,0,None,,0,,0,"Blinded, Charmed, Deafened, Exhuastion, Prone"
Adult Oblex,8,Medium,75,14,20,0,0,0,0,3,8,19,16,19,12,15,"Int, Cha",3,14,0,60,0,0,4,3,7,18,Yes,4,5,15,"Common, Dwarvish, Elvish",0,0,0,None,,0,,0,"Blinded, Charmed, Deafened, Exhuastion, Prone"
Elder Oblex,13,Huge,115,16,20,0,0,0,0,6,15,16,21,22,13,18,"Int, Cha",4,15,0,60,0,0,4,3,7,39,Yes,11,5,18,"Common, Dwarvish, Elvish, Undercommon, Giant, Deep Speech, Abyssal",0,0,0,None,,0,,0,"Blinded, Charmed, Deafened, Exhuastion, Prone"
Ogre Battering Ram,7,Large,59,14,40,0,0,0,0,0,19,8,16,5,7,7,None,0,8,0,60,0,0,1,2,6,24,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,None
Ogre Bolt Launcher,5,Large,59,13,40,0,0,0,0,0,19,12,16,5,7,7,None,0,8,0,60,0,0,0,2,6,31,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,None
Ogre Chain Brute,6,Large,59,11,40,0,0,0,0,0,19,8,16,5,7,7,None,0,8,0,60,0,0,0,3,6,12,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,None
Ogre Howdah,5,Large,59,13,40,0,0,0,0,0,19,8,16,5,7,7,None,0,8,0,60,0,0,1,1,6,16,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,None
Retreiver,17,Large,210,19,40,0,0,0,40,2,22,16,20,3,11,4,"Dex, Con, Wis",5,15,0,60,30,0,2,4,11,22,Yes,2,7,13,None,0,0,0,None,"Necrotic, Poison, BPS From Nonmagical Attacks Not Adamantine",3,,0,"Charmed, Exhuastion, Frightened, Paralyzed, Poisoned"
Frost Salamander,12,Huge,168,17,60,0,40,0,40,1,20,12,18,7,11,7,"Con, Wis",4,14,0,60,0,60,1,4,9,23,No,0,0,0,Primordial,0,0,0,Fire,,0,Cold,1,None
Gloom Weaver,12,Medium,104,14,30,0,0,0,0,0,11,18,14,15,12,18,"Dex, Con",4,11,0,60,0,0,4,2,8,60,Yes,15,5,16,"Common, Elvish",0,0,0,None,Necrotic,1,,0,"Charmed, Exhaustion"
Shadow Dancer,10,Medium,71,15,30,0,0,0,0,1,12,16,13,11,12,12,"Dex, Con",3,11,0,60,0,0,2,2,6,15,No,0,0,0,"Common, Elvish",0,0,0,None,Necrotic,1,,0,"Charmed, Exhaustion"
Soul Monger,14,Medium,123,15,30,0,0,0,0,1,8,17,14,19,15,13,"Dex, Wis, Cha",4,17,0,60,0,0,5,3,7,55,Yes,8,7,16,"Common, Elvish",0,0,0,None,"Necrotic, Poison",2,,0,"Charmed, Exhaustion, Frightened"
Skulk,3,Medium,18,14,30,0,0,0,0,1,6,19,10,10,7,1,Con,2,8,0,120,0,0,2,1,6,8,No,0,0,0,None,0,0,0,None,Radiant,1,,0,Blinded
Skull Lord,18,Medium,105,18,30,0,0,0,0,4,14,16,17,16,15,21,None,0,22,0,60,0,0,4,2,8,35,Yes,18,7,18,None,0,0,0,None,Poison,1,"Cold, Necrotic, BPS From Nonmagical Attacks",3,"Blinded, Charmed, Deafened, Exhuastion, Frightened, Poisoned, Stunned, Unconscious"
The Angry,16,Medium,225,18,30,0,0,0,0,1,17,10,19,8,13,6,None,0,16,0,60,0,0,2,2,8,27,No,0,0,0,Common,0,0,0,None,,0,BPS In Dim Light or Darkness,1,None
The Hungry,14,Medium,225,17,30,0,0,0,0,0,19,10,17,6,11,6,None,0,10,0,60,0,0,1,3,8,36,No,0,0,0,Common,0,0,0,None,,0,BPS In Dim Light or Darkness,1,None
The Lonely,12,Medium,112,16,30,0,0,0,0,0,16,12,17,6,11,6,None,0,10,0,60,0,0,2,3,7,35,No,0,0,0,Common,0,0,0,None,,0,BPS In Dim Light or Darkness,1,None
The Lost,10,Medium,78,15,30,0,0,0,0,1,17,12,15,6,7,5,None,0,8,0,60,0,0,0,3,6,23,No,0,0,0,Common,0,0,0,None,,0,BPS In Dim Light or Darkness,1,None
The Wretched,2,Small,10,15,40,0,0,0,0,0,7,12,9,5,6,5,None,0,8,0,60,0,0,0,1,3,11,No,0,0,0,None,0,0,0,None,,0,BPS In Dim Light or Darkness,1,None
Star Spawn Grue,2,Small,17,11,30,0,0,0,0,0,6,13,10,9,11,6,None,0,10,0,60,0,0,1,1,3,9,No,0,0,0,Deep Speech,0,0,0,None,Psychic,1,,0,None
Star Spawn Hulk,13,Large,136,16,30,0,0,0,0,1,20,8,21,7,12,9,"Dex, Wis",4,15,0,60,0,0,1,3,9,21,No,0,0,0,Deep Speech,0,0,0,None,,0,BPS From Nonmagical Attacks,1,"Charmed, Frightened"
Star Spawn Larva Mage,19,Medium,168,16,30,0,0,0,0,1,17,12,23,18,12,16,"Dex, Wis, Cha",5,16,0,60,0,0,2,2,8,11,Yes,3,6,16,Deep Speech,0,0,0,None,Psychic,1,"Cold, BPS From Nonmagical Attacks",2,"Charmed, Frightened, Paralyzed, Petrified, Poisoned, Restrained"
Star Spawn Mangler,8,Medium,71,14,40,0,0,0,40,1,8,18,12,11,12,7,"Dex, Con",3,11,0,60,0,0,2,3,7,24,No,0,0,0,Deep Speech,0,0,0,None,Psychic,1,Cold,1,"Charmed, Frightened, Prone"
Star Spawn Seer,16,Medium,153,17,30,0,0,0,0,1,14,12,18,22,19,16,"Dex, Int, Wis, Cha",5,19,0,60,0,0,1,4,11,46,No,0,0,0,"Common, Deep Speech, Undercommon",0,0,0,None,Psychic,1,"Cold, BPS From Nonmagical Attacks",2,"Charmed, Frightened"
Female Steeder,4,Large,30,14,30,0,0,0,30,2,15,16,14,2,10,3,None,0,14,0,120,0,0,2,2,5,27,No,0,0,0,None,0,0,0,None,,0,,0,None
Male Steeder,2,Medium,13,12,30,0,0,0,30,2,15,12,14,2,10,3,None,0,14,0,120,0,0,2,2,4,18,No,0,0,0,None,0,0,0,None,,0,,0,None
Steel Predator,19,Large,207,20,40,0,0,0,0,3,24,17,22,4,14,6,None,0,17,0,60,30,0,3,4,12,23,Yes,2,7,0,None,0,0,0,None,"Poison, Psychic, BPS From Nonmagical Attacks",3,"Cold, Lightning, Necrotic, Thunder",4,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned, Stunned"
Stone Cursed,4,Medium,19,17,10,0,0,0,0,0,16,5,14,5,8,7,None,0,9,0,0,0,0,2,1,5,23,No,0,0,0,None,0,0,0,Bludgeoning,Poison,1,,0,"Charmed, Exhuastion, Frightened, Petrified, Poisoned"
Sword Wraith Commander,11,Medium,127,18,30,0,0,0,0,0,18,14,18,11,12,14,None,0,14,0,60,0,0,2,4,7,14,No,0,0,0,None,0,0,0,None,Poison,1,"Necrotic, BPS From Nonmagical Attacks",2,"Exhuastion, Frightened, Poisoned, Unconscious"
Sword Wraith Warrior,6,Medium,45,16,30,0,0,0,0,0,18,12,17,6,9,10,None,0,9,0,60,0,0,1,2,6,14,No,0,0,0,None,0,0,0,None,Poison,1,"Necrotic, BPS From Nonmagical Attacks",2,"Exhuastion, Frightened, Poisoned, Unconscious"
Tortle,2,Medium,22,17,30,0,0,0,0,2,15,10,12,11,13,12,None,0,11,0,0,0,0,1,4,4,10,No,0,0,0,"Aquan, Common",0,0,0,None,,0,,0,None
Tortle Druid,5,Medium,33,17,30,0,0,0,0,3,14,10,12,11,15,12,None,0,12,0,0,0,0,2,3,4,10,Yes,9,2,12,"Aquan, Common",0,0,0,None,,0,,0,None
Dire Troll,16,Huge,172,15,40,0,0,0,0,1,22,15,21,9,11,5,"Wis, Cha",5,15,0,60,0,0,2,4,11,24,No,0,0,0,Giant,0,0,0,None,,0,BPS From Nonmagical Attacks,1,"Frightened, Poisoned"
Rot Troll,12,Large,138,16,30,0,0,0,0,1,18,13,22,5,8,4,None,0,13,0,60,0,0,1,3,8,40,No,0,0,0,Giant,0,0,0,None,Necrotic,1,,0,None
Spirit Troll,14,Large,97,17,30,0,0,0,0,1,1,17,13,8,9,16,None,0,13,0,60,0,0,2,3,7,33,No,0,0,0,Giant,0,0,0,None,BPS From Nonmagical Attacks,1,"Acid, Cold, Fire, Lightning, Thunder",5,"Exhaustion, Grappled, Paralyzed, Petrified, Prone, Restrained, Unconscious"
Venom Troll,10,Large,94,15,30,0,0,0,0,1,18,13,20,7,9,7,None,0,12,0,60,0,0,3,4,7,24,No,0,0,0,Giant,0,0,0,None,Poison,1,,0,Poisoned
Vampiric Mist,6,Medium,30,13,0,30,0,0,0,0,6,16,16,6,12,7,Wis,2,11,0,60,0,0,4,1,0,0,No,0,0,0,None,0,0,0,None,Poison,1,"Acid, Cold, Fire, Lightning, Thunder, BPS From Nonmagical Attacks",6,"Charmed, Exhuastion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Conoloth,11,Medium,120,16,50,0,0,0,0,2,18,10,17,5,17,12,None,0,19,120,60,0,0,4,3,7,40,No,0,0,0,"Abyssal, Infernal",60,0,0,None,"Acid, Poison",2,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Dhergoloth,10,Medium,119,15,30,0,0,0,0,0,17,10,19,7,10,9,Str,3,10,0,60,60,0,3,4,6,19,Yes,3,1,10,"Abyssal, Infernal",60,0,0,None,"Acid, Poison",2,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Hydroloth,12,Medium,135,15,20,0,0,40,0,2,12,21,16,19,10,14,None,0,14,0,60,60,0,6,3,9,25,Yes,10,4,16,"Abyssal, Infernal",60,0,0,None,"Acid, Poison",2,"Cold, Lightning, BPS From Nonmagical Attacks",3,Poisoned
Merrenoloth,6,Medium,40,13,30,0,0,40,0,4,8,17,10,17,14,11,"Dex, Int",2,14,0,60,60,0,4,3,5,11,Yes,7,8,13,"Abyssal, Infernal",60,0,0,None,"Acid, Poison",2,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Oinoloth,15,Medium,126,17,40,0,0,0,0,3,19,17,18,17,16,19,"Con, Wis",4,17,0,60,60,0,4,5,8,62,yes,8,9,16,"Abyssal, Infernal",60,0,0,None,"Acid, Poison",2,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Yagnoloth,14,Large,147,17,40,0,0,0,0,4,19,14,21,16,15,18,"Dex, Int, Wis, Cha",4,16,0,60,60,0,2,6,8,48,Yes,6,3,16,"Abyssal, Infernal",60,0,0,None,"Acid, Poison",2,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Banderhobb,8,Large,84,15,30,0,0,0,0,2,20,12,20,11,14,8,None,0,12,0,120,0,0,2,4,8,35,No,0,0,0,None,0,0,0,None,,0,,0,"Charmed, Frightened"
Barghest,7,Large,90,17,60,0,0,0,0,4,19,15,14,13,12,14,None,0,15,0,60,60,0,4,2,6,20,Yes,6,4,12,"Abyssal, Common, Goblin, Infernal",60,0,0,None,"Acid, Poison",2,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Death Kiss,13,Large,161,16,0,30,0,0,0,1,18,14,18,10,12,10,"Con, Wis",4,15,0,120,0,0,1,3,8,22,No,0,0,0,"Deep Speech, Undercommon",0,0,0,None,Lightning,1,,0,Prone
Guath,9,Medium,67,15,0,20,0,0,0,1,10,14,16,15,15,13,"Int, Wis, Cha",3,15,0,120,0,0,2,2,6,16,No,9,9,9,"Deep Speech, Undercommon",0,0,0,None,,0,,0,Prone
Gazer,3,Tiny,13,13,0,30,0,0,0,2,3,17,14,3,10,7,Wis,2,14,0,60,0,0,2,2,5,1,No,0,0,0,None,0,0,0,None,,0,,0,Prone
Bodak,9,Medium,58,15,30,0,0,0,0,2,15,16,15,7,12,12,None,0,14,0,120,0,0,3,2,5,22,No,0,0,0,Abyssal,0,0,0,None,"Lightning, Poison",2,"Cold, Fire, Necrotic, BPS From Nonmagical Attacks",4,"Charmed, Frightened, Poisoned"
Boggle,1,Small,18,14,30,0,0,0,30,3,8,18,13,6,12,7,None,0,13,0,60,0,0,3,2,1,5,No,0,0,0,Sylvan,0,0,0,None,,0,Fire,1,None
Catoblepas,8,Large,84,14,30,0,0,0,0,0,19,12,21,3,14,8,None,0,12,0,60,0,0,2,2,7,34,No,0,0,0,None,0,0,0,None,,0,,0,None
Cave Fisher,6,Medium,58,16,20,0,0,0,20,2,16,13,14,3,10,3,None,0,12,0,60,0,0,3,3,5,15,No,0,0,0,None,0,0,0,None,,0,,0,None
Chitine,3,Small,18,14,30,0,0,0,30,2,10,14,12,10,10,7,None,0,10,0,60,0,0,4,2,4,6,No,0,0,0,Undercommon,0,0,0,None,,0,,0,None
Choldrith,6,Medium,66,15,30,0,0,0,30,3,12,16,12,11,14,10,None,0,12,0,60,0,0,6,2,5,25,Yes,10,2,12,Undercommon,0,0,0,None,,0,,0,None
Cranium Rat,0,Tiny,2,12,30,0,0,0,0,0,2,14,10,4,11,8,None,0,10,0,30,0,0,2,1,4,1,No,0,0,0,None,30,0,0,None,,0,,0,None
Swarm of Cranium Rats,8,Medium,36,12,30,0,0,0,0,0,9,14,10,15,11,14,None,0,10,0,30,0,0,4,1,5,24,Yes,5,8,13,None,30,0,0,None,,0,BPS,1,"Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned"
Darkling,3,Small,13,14,30,0,0,0,0,4,9,16,12,10,12,10,None,0,13,0,120,30,0,2,1,5,7,No,0,0,0,"Elvish, Sylvan",0,0,0,None,,0,,0,None
Darkling Elder,5,Medium,27,15,30,0,0,0,0,4,13,17,12,10,14,13,None,0,16,0,120,30,0,1,3,5,9,No,0,0,0,"Elvish, Sylvan",0,0,0,None,,0,,0,None
Deep Scion (Human Form),6,Medium,67,11,30,0,0,0,0,4,18,13,16,10,12,14,"Wis, Cha",2,11,0,120,0,0,1,2,6,14,No,0,0,0,"Aquan, Common, Thieves Cant",0,0,0,None,,0,,0,None
Deep Scion (Hybrid Form),6,Medium,67,11,20,0,0,40,0,4,18,13,16,10,12,14,"Wis, Cha",2,11,0,120,0,0,2,4,6,14,No,0,0,0,"Aquan, Common, Thieves Cant",0,0,0,None,,0,,0,None
Babau,7,Medium,82,16,40,0,0,0,0,2,19,16,16,11,12,13,None,0,15,0,120,0,0,1,4,6,12,Yes,5,3,11,Abyssal,0,0,0,None,Poison,1,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,Poisoned
Maw Demon,4,Medium,33,13,30,0,0,0,0,0,14,8,13,5,8,5,None,0,9,0,60,0,0,1,1,4,18,No,0,0,0,None,0,0,0,None,Poison,1,"Cold, Fire, Lightning",3,"Charmed, Frightened, Poisoned"
Shoosuva,11,Large,110,14,40,0,0,0,0,0,18,13,17,7,14,9,"Dex, Con, Wis",3,12,0,60,0,0,1,3,7,44,No,0,0,0,"Abyssal, Gnoll",120,0,0,None,Poison,1,"Cold, Fire, Lightning, BPS From Nonmagical Attacks",4,"Charmed, Frightened, Poisoned"
Devourer,16,Large,178,16,30,0,0,0,0,0,20,12,20,13,10,16,None,0,10,0,120,0,0,0,4,10,53,No,0,0,0,Abyssal,120,0,0,None,Poison,1,"Cold, Fire, Lightning",3,Poisoned
Dimetrodon,2,Medium,19,12,30,0,0,20,0,1,14,10,15,2,10,5,None,0,12,0,0,0,0,0,1,4,14,No,0,0,0,None,0,0,0,None,,0,,0,None
Brontosaurus,8,Gargantuan,121,15,30,0,0,0,0,0,21,9,17,2,10,7,Con,3,10,0,0,0,0,0,2,8,53,No,0,0,0,None,0,0,0,None,,0,,0,None
Deinonycus,4,Medium,26,13,40,0,0,0,0,1,15,15,14,4,12,6,None,0,13,0,0,0,0,1,3,4,10,No,0,0,0,None,0,0,0,None,,0,,0,None
Hadrosaurus,2,Large,19,11,40,0,0,0,0,1,15,10,13,2,10,5,None,0,12,0,0,0,0,0,1,4,12,No,0,0,0,None,0,0,0,None,,0,,0,None
Quetzalcoatlus,5,Huge,30,13,10,80,0,0,0,1,15,13,13,2,10,5,None,0,12,0,0,0,0,2,1,4,20,No,0,0,0,None,0,0,0,None,,0,,0,None
Stegosaurus,7,Huge,76,13,40,0,0,0,0,0,20,9,17,2,11,5,None,0,10,0,0,0,0,0,1,7,41,No,0,0,0,None,0,0,0,None,,0,,0,None
Velociraptor,2,Tiny,10,13,30,0,0,0,0,1,6,14,13,4,12,6,None,0,13,0,0,0,0,1,3,4,8,No,0,0,0,None,0,0,0,None,,0,,0,None
Draegloth,10,Large,123,15,30,0,0,0,0,2,20,15,18,13,11,11,None,0,13,0,120,0,0,3,3,8,25,No,0,0,0,"Abyssal, Elvish, Undercommon",0,0,0,None,Poison,1,"Cold, Fire, Lightning",3,Poisoned
Firenewt Warrior,3,Medium,22,16,30,0,0,0,0,0,10,13,12,7,11,8,None,0,10,0,0,0,0,1,3,3,7,No,0,0,0,"Draconic, Ignan",0,0,0,None,Fire,1,,0,None
Giant Strider,4,Large,22,14,50,0,0,0,0,0,18,13,14,4,12,6,None,0,11,0,0,0,0,1,2,6,12,No,0,0,0,None,0,0,0,None,Fire,1,,0,None
Firenewt Warlock of Imix,4,Medium,33,10,30,0,0,0,0,0,13,11,12,9,11,14,None,0,10,0,120,0,0,4,1,3,9,Yes,9,2,12,"Draconic, Ignan",0,0,0,None,Fire,1,,0,None
Flail Snail,6,Large,52,16,10,0,0,0,0,0,17,5,20,3,10,5,None,0,10,0,60,0,60,2,4,5,9,No,0,0,0,None,0,0,0,None,"Fire, Poison",2,,0,Poisoned
Froghemoth,13,Huge,184,14,30,0,0,30,0,2,23,13,20,2,12,5,"Con, Wis",4,19,0,60,0,0,2,4,10,36,No,0,0,0,None,0,0,0,None,,0,"Fire, Lightning",2,None
Cloud Giant Smiling One,14,Huge,262,15,40,0,0,0,0,4,26,12,22,15,16,17,"Con, Int, Cha",4,17,0,0,0,0,3,4,12,48,Yes,11,3,15,"Common, Giant",0,0,0,None,,0,,0,None
Fire Giant Dreadnought,17,Huge,187,21,30,0,0,0,0,2,27,9,23,8,10,11,"Dex, Con, Cha",5,15,0,0,0,0,1,4,13,48,No,0,0,0,Giant,0,0,0,None,Fire,1,,0,None
Frost Giant Everlasting One,15,Huge,189,15,40,0,0,0,0,2,25,9,24,9,10,12,"Str, Con, Wis",4,14,0,60,0,0,3,3,11,47,No,0,0,0,Giant,0,0,0,None,Cold,1,,0,None
Mouth of Grolnator,9,Huge,105,14,50,0,0,0,0,1,21,10,18,5,7,5,None,0,11,0,0,0,0,1,2,8,29,No,0,0,0,Giant,0,0,0,None,,0,,0,Frightened
Storm Giant Dreamwalker,13,Huge,161,18,40,0,0,0,0,2,23,14,21,10,8,12,"Dex, Con, Wis",0,13,0,60,0,0,1,4,10,38,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,"Charmed, Frightened"
Storm Giant Quintessent,19,Huge,230,12,50,0,0,0,0,3,29,14,20,17,20,19,"Str, Con, Wis, Cha",5,20,60,0,0,0,1,3,14,63,No,0,0,0,"Common, Giant",0,3,0,None,"Lightning, Thunder",2,"Cold, BPS From Nonmagical Attacks",2,None
Girallon,7,Large,59,13,40,0,0,0,40,2,18,16,16,5,12,7,None,0,13,0,60,0,0,2,3,6,10,No,0,0,0,None,0,0,0,None,,0,,0,None
Flind,12,Medium,127,16,30,0,0,0,0,2,20,10,19,11,13,12,"Con, Wis",4,15,0,60,0,0,1,5,9,55,No,0,0,0,"Gnoll, Abyssal",0,0,0,None,,0,,0,None
Gnoll Flesh Gnawer,4,Medium,22,14,30,0,0,0,0,0,12,14,12,8,10,8,Dex,2,10,0,60,0,0,1,4,4,8,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Gnoll Hunter,3,Medium,22,13,30,0,0,0,0,0,14,14,12,8,12,8,None,0,13,0,60,0,0,1,4,4,10,No,0,0,0,Gnoll,0,0,0,None,,0,,0,None
Gnoll Witherling,2,Medium,11,12,30,0,0,0,0,0,14,8,12,5,5,5,None,0,7,0,60,0,0,1,3,4,6,No,0,0,0,None,0,0,0,None,Poison,1,,0,"Exhaustion, Poisoned"
Grung,2,Small,11,12,25,0,0,0,25,4,7,14,15,10,11,10,Dex,2,12,0,0,0,0,3,1,4,6,No,0,0,0,Grung,0,0,0,None,Poison,1,,0,Poisoned
Grung Elite Warrior,5,Small,49,13,25,0,0,0,25,4,7,16,15,10,11,12,Dex,2,12,0,0,0,0,3,3,5,9,No,0,0,0,Grung,0,0,0,None,Poison,1,,0,Poisoned
Grung Wildling,4,Small,27,13,25,0,0,0,25,4,7,16,15,10,15,11,Dex,2,14,0,0,0,0,4,2,5,9,Yes,5,3,12,Grung,0,0,0,None,Poison,1,,0,Poisoned
Guard Drake,5,Medium,52,14,30,0,0,0,0,1,16,11,16,4,10,7,None,0,12,0,60,0,0,0,3,5,11,No,0,0,0,None,0,0,0,None,,0,,0,None
Bheur Hag,10,Medium,91,17,30,0,0,0,0,4,13,16,14,12,13,16,Wis,3,14,0,60,0,0,3,2,4,23,Yes,6,7,14,"Auran, Common, Giant",0,0,0,None,Cold,1,,0,None
Hobgoblin Devastator,7,Medium,45,13,30,0,0,0,0,1,13,12,14,16,13,11,None,0,11,0,60,0,0,3,1,3,9,Yes,14,4,13,"Common, Goblin",0,0,0,None,,0,,0,None
Hobgoblin Iron Shadow,5,Medium,32,15,40,0,0,0,0,3,14,16,15,14,15,11,None,0,12,0,60,0,0,2,4,5,7,Yes,7,1,12,"Common, Goblin",0,0,0,None,,0,,0,None
Ki-Rin,15,Huge,152,20,60,120,0,0,0,3,21,16,16,19,20,20,None,0,19,0,120,30,0,5,3,9,21,Yes,28,9,17,All,120,3,3,None,Poison,1,,0,Poisoned
Kobold Dragonshield,4,Small,44,15,20,0,0,0,0,1,12,15,14,8,9,10,None,0,11,0,60,0,0,4,2,3,9,No,0,0,0,"Common, Draconic",0,0,0,None,,0,Aid,1,None
Kobold Inventor,2,Small,13,12,30,0,0,0,0,1,7,15,12,8,7,8,None,0,10,0,60,0,0,2,3,4,6,No,0,0,0,"Common, Draconic",0,0,0,None,,0,,0,None
Kobold Scale Sorcerer,4,Small,27,15,30,0,0,0,0,2,7,15,14,10,9,14,None,0,9,0,60,0,0,4,1,4,6,Yes,8,2,12,"Common, Draconic",0,0,0,None,,0,,0,None
Korred,10,Small,102,17,30,0,30,0,0,3,23,14,20,10,15,9,None,0,15,0,120,0,120,4,3,9,38,No,0,0,0,"Dwarvish, Gnomish, Sylvan, Terran, Undercommon",0,0,0,None,,0,BPS From Nonmagical Attacks,1,None
Leucrotta,6,Large,67,14,50,0,0,0,0,2,18,14,15,9,12,6,None,0,13,0,60,0,0,4,3,6,12,No,0,0,0,"Abyssal, Gnoll",0,0,0,None,,0,,0,None
Meenlock,5,Small,31,15,30,0,0,0,0,3,7,15,12,11,10,8,None,0,14,0,120,0,0,3,1,4,10,No,0,0,0,None,120,0,0,None,,0,,0,Frightened
Alhoon,13,Medium,120,15,30,0,0,0,0,6,11,12,16,19,17,17,"Con, Int, Wis, Cha",4,17,120,0,0,0,4,2,8,18,Yes,22,6,16,"Deep Speech, Undercommon",120,0,0,None,"Poison, BPS From Nonmagical Attacks",2,"Cold, Lightning, Necrotic",3,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned"
Elder Brain,17,Large,210,10,5,0,0,10,0,5,15,10,20,21,19,24,"Int, Wis, Cha",5,14,0,0,120,0,5,4,7,55,Yes,4,7,18,None,26400,3,3,None,,0,,0,None
Ulithraid,12,Large,127,15,30,0,0,0,0,4,15,12,15,21,19,21,"Int, Wis, Cha",4,18,120,0,0,0,4,3,9,100,Yes,11,8,17,"Deep Speech, Undercommon",10560,0,0,None,,0,,0,None
Mindwitness,8,Large,75,15,0,20,0,0,0,1,10,14,14,15,15,10,"Int, Wis",3,18,0,120,0,0,1,4,5,34,No,0,0,0,"Deep Speech, Undercommon",600,0,0,None,,0,,0,Prone
Morkoth,14,Medium,130,17,25,0,0,50,0,4,14,14,14,20,15,13,"Dex, Int, Wis",4,20,0,120,30,0,2,4,6,26,Yes,20,6,17,None,120,0,0,None,,0,BPS From Nonmagical Attacks,1,None
Neogi Hatchling,1,Tiny,7,11,20,0,0,0,20,0,3,13,10,6,10,9,None,0,10,0,60,0,0,2,1,3,17,No,0,0,0,None,0,0,0,None,,0,,0,None
Neogi,6,Small,33,15,30,0,0,0,30,2,6,16,14,13,12,15,None,0,13,0,60,0,0,2,4,5,33,No,0,0,0,"Common, Deep Speech, Undercommon",0,0,0,None,,0,,0,None
Neogi Master,7,Medium,71,15,30,0,0,0,30,5,6,16,14,16,12,18,Wis,2,13,0,120,0,0,3,4,5,33,Yes,14,4,14,"Common, Deep Speech, Undercommon",30,0,0,None,,0,,0,None
Neothelid,16,Gargantuan,325,16,30,0,0,0,0,0,27,7,21,3,16,12,"Int, Wis, Cha",5,13,0,0,120,0,3,2,13,56,Yes,3,8,16,None,0,0,0,None,,0,,0,None
Nilbog,4,Small,7,13,30,0,0,0,0,1,8,14,10,10,8,15,None,0,9,0,60,0,0,3,2,4,8,Yes,4,4,12,"Common, Goblin",0,0,0,None,,0,,0,None
Orc Blade of Ilneval,7,Medium,60,18,30,0,0,0,0,3,17,11,17,10,12,14,Wis,2,13,0,60,0,0,2,4,5,23,No,0,0,0,"Common, Orc",0,0,0,None,,0,,0,None
Orce Claw of Luthic,5,Medium,45,14,30,0,0,0,0,3,14,15,16,10,15,11,None,0,12,0,60,0,0,2,2,4,10,Yes,11,3,12,"Common, Orc",0,0,0,None,,0,,0,None
